,time,robot,robot_status,task,task_status
0,127,pioneer3at_2,busy,-,-
1,127,pioneer3at_2,busy,building1_0,executing
2,136,pioneer3at_1,busy,-,-
3,136,pioneer3at_1,busy,building2_0,executing
4,146,UAV_2,busy,-,-
5,146,UAV_2,busy,assessment2_0,executing
6,164,UAV_1,busy,-,-
7,164,UAV_1,busy,external1_0,executing
8,185,pioneer3at_2,idle,-,-
9,185,pioneer3at_2,idle,building1_0,finished
10,186,pioneer3at_2,busy,-,-
11,186,pioneer3at_2,busy,building1_1,executing
12,232,pioneer3at_1,idle,-,-
13,232,pioneer3at_1,idle,building2_0,finished
14,233,pioneer3at_1,busy,-,-
15,233,pioneer3at_1,busy,building2_1,executing
16,283,pioneer3at_2,idle,-,-
17,283,pioneer3at_2,idle,building1_1,finished
18,284,pioneer3at_2,busy,-,-
19,284,pioneer3at_2,busy,building1_2,executing
20,324,pioneer3at_1,idle,-,-
21,324,pioneer3at_1,idle,building2_1,finished
22,325,pioneer3at_1,busy,-,-
23,325,pioneer3at_1,busy,building2_2,executing
24,355,pioneer3at_2,idle,-,-
25,355,pioneer3at_2,idle,building1_2,finished
26,356,pioneer3at_2,busy,-,-
27,356,pioneer3at_2,busy,building1_3,executing
28,371,UAV_2,busy,assessment2_0,suspended
29,390,pioneer3at_1,idle,-,-
30,390,pioneer3at_1,idle,building2_2,finished
31,391,pioneer3at_1,busy,-,-
32,391,pioneer3at_1,busy,building2_3,executing
33,406,UAV_1,busy,external1_0,suspended
34,418,pioneer3at_2,idle,-,-
35,418,pioneer3at_2,idle,building1_3,finished
36,418,pioneer3at_2,busy,-,-
37,418,pioneer3at_2,busy,building1_4,executing
38,432,UAV_2,busy,assessment2_0,executing
39,434,pioneer3at_2,busy,building1_4,suspended
40,461,UAV_1,unable,-,-
41,461,UAV_1,unable,external1_0,aborted
42,461,pioneer3at_1,busy,building2_3,aborted
43,461,pioneer3at_1,busy,external1_0,executing
